,Tweet,Label
8439,    yar pic to achi hai ab ese to na kaho😕 retrica nhi laptop se bnai thi or thora sa vintage ka touch hai zyada edit nahi hai q k pimples k nishan tk to nazar arhe hain 🧐,1
8440,fasla rakain pir bad mein ap ko kial a jata ha hamra financial status match ni karta.,1
8441,hopefully✌️😂😂 ab itna hi mazaaq hota ha 😅😅,1
8442,teri maa ka yaar moodi,0
8443,why do all such girls meeting with mufti qavi?   will mufti be in news again or will #hareemshah end up like qandeel baloch? #hareem,1
8444, pata karen zaini 😢😢 meeko bura nai lagna na 💔,1
8445,mazak ko b  taunt smjhne walo ka b koi  haal nhi  ek toh pehly sun nhi paaty aur phir bolty kya huwa q  door ho ab wesy bat nhi krty 😤 bhenchod hi hoga ab koi jo tum se wesy bat kre...,0
8446,khudaa ka khof kren.. aap medaan men a jayen tanqeed krney se pehley..,1
8447,"kya kru sir, mtlb in logo ko sharm hi na aa rahi kitna gumrah karenge ab ye logo ko, bol rahe kaagaj nahi dikhayenge, bc indians se kon maang raha hai doc. caa m😡",0
8448,pakistani awam bewakoof hei lekin india ki awam to aala darjay keh ahmaq hein woh yaqeen bhi kar lete hein in baaton ka,0
8449,agar hukoomat kuch nahin kar rahi then aap hi kuch kar lein...aap to journalist hein aap ki bhi bohat power hai as a journalist..,1
8450,  haan adwait gandu faltu mein mujhe accuse mat kar,0
8451, itny tum ibne insha 😂😂😂😂,1
8452,bharwe hain dallay,0
8453,oh kon log ooo tusii jahill andhay baysharam baigairat dallay haramkhor badzat  yahoodi agent,0
8454,haey ! kitne paese milay hain tujhay mohsin dawar se bara zor se choda hai aur satisfy kiya hai usne tujhay saali.,0
8455,itni khoobsurat ladkiyon ko kon aisi job deta h bc 😐 in se argue karne ka mann hi nahi karta 😥,0
8456,"bhenchod kya ajeeb craving hai, i want grapes",0
8457,apne baap ko hijra nahi bolte,0
8458,ohh acha woo wli ho aik baar mar gai thi fer zinda hui 😂😂,1
8459,"malala the product of halala pehle burke se, halala se, bacche paida kerne se or gulami ki jindgi se to azadi lelo hindustaan se azadi to tumhare kukarm tumhe dilwa hi denge. kyuki terrorism failaoge to lat mar ke desh se bhagae jaoge. i am with my country and support caa, nrcðÿ˜‰.",0
8460, teri aaj tak 1 baat bi sach hoti nahi dekhi maine,1
8461, mei nhi dekhti.  bus malom kr leti idr udr se k kon jeeta,1
8462, or kia kar sakti mi when people ignore me without reason... i felt like that i did something wrong so i asked sorry 😢,1
8463, zehr kha lo mujh pay taras mat khao..😒,1
8464,  jeeju aap cute nahi ho sis keh rehi hai bulky main hon 💁😹,1
8465, lol sana zabardast thi. maine season dekha hi uski wajah se tha.. baki sid bhi achha nahi lagta mujhe,1
8466,who do you call 3rd gender?  why hijra isn't the first gender?  why men/women isn't the 3rd gender?,1
8467,crush barhte ja rhe hain  cgpa down hoti ja rh ha 🤷‍♂👀 #sadtruth,1
8468,bilkul bhenchod,0
8469,rt : randi men can't even spell wives but want 4 😂,1
8470, ab sb se phly apni beti ke galy me mera jism meri marzi ka ply card phna k march me bhjo,1
8471,aap hmesha itni sad q rehti hain ?,1
8472, bhabhi kon bro,1
8473,ab to myri tweet par bhi nai ati 🙄😑,1
8474,twitter pe ab ho gi sweets ki barish,1
8475,chal madarchod ghasti teri jaisy mai lun k neechay rakhta hu ye chaonchlaay apnay bhaiyon ko suna shabsh beta,0
8476, astaghafar sis aap kabhe purani nahi ho sakte hemsha wese he rehye ge 😌💕 and main koi nahi celeb for me always you,1
8477,apni dp pehley dekh lo..shirt bhe yahoodi wali pehni hai..or aitraz bhe yahoodi par..pehley khud islam ko samajh lo baad mai ungli uthao,1
8478,"tari wo gashti dogi style wali bevi, is say patta kar.  😂🤣😂🤣😂🤣😂🤣🤣",0
8479,abbe kutte je bache tum pti wale momin ho tum lanti yahoodi qadiani group ho tume abhi samajh nhi ai ga,0
8480,i don't wanna perform tomorrow bec bhenchod 10 bajay paunchna hai but i committed to  already 🥺,0
8481,"sid ki jagah khud ka naam likh bsdk... mentally, physically har tarah se disturbed he tu.. tuje paida kar k tera baap bhi disturb ho gaya hoga ki isse to meri tatti jyada achi hoti he.",0
8482,main to us bayghart kashmir frosh lanti imran yahodi par heran hun jo apni hakumat may apny waziron say phudu ben gaya  hahahahahahahahahahahahahahahahahahahahahahahah,0
8483,achi khasi bhen hain wahan ai to bhai ban jayen gai 😂😂😂,1
8484, bs hassi rok k rakhi thi😂,1
8485, is hamdardi se to lgta ko imran khan nahi blky pakistan k mukhalif ho tum,0
8486,"sahi kehtey hain.. kuttey ko kheer, aur aurat ko zaroorat se zeyada mohabbat hazam nahi hoti.🤔🤔🤔",0
8487, acha aik tu tumhien hr koi choor raha hai meri tarhan😔,1
8488,madharchod rundi family jitni jaldi ho sake utni jaldi desh ke gayab jo hajo india ki miya chod rakha hain tere company ne jinda rehna hain ya baap ki tarah boooooom dhamaka.... fixed?????? 🤖🤖👾👺👹💀☠️🖕🖕🖕🖕✍,0
8489,o rundi ghashti hai jo 2 2 lun ak sat andar leti hai aur poren star hai aski maa hera mundi ki paydwar hai mean tawaif hai aska pura handan ghashtio ki paydwar hai hud to  lunchos k nam say jani jati hai,0
8490, ap log farmi khty hon gen hmry kreeb tu river ha frsh ati jnb .so tb koi virus ni kch bigar skta hmra in sha allah,1
8491,abe b & d tu sirf barking karta ya biting bhi karta. matlab do you chat-ta only or you khata bhi hai. ,0
8492, mery frnds ny mojy samjha hoa🙄,1
8493,rt : itni choti boundry bc cover drive pe six lag jana hai.  #qgviu,0
8494,"i mean this is going one step ahead of ppp and pmln, they just used to give extensions, but pti is ready to accept coas as ""baap"". which, to some extent, is true in their case.",1
8495, hahahahaa sahi shukr he ghutno pe nhi de mari,1
8496,mulk ka bedagark kardiya yahodi ka bacha na,0
8497,also it concerns me how it's bhenchod and not painchod. memers need to learn a few basics!,0
8498,apni bachioun sy puch naw ein ki phudi hai ya phudaaaa....phudi huyi tou paisy xiada doun ga phudaaaa hua tou paisy kam...mtlb rate kam ho ga naw...🤨🤨💵💵💵,0
8499,ab ye kya hn🌚🌚 ,1
8500,aik din men he qissa khtm ho jana thq 😂😂🤣,1
8501,"lord farquad too. bhenchod yaar, brendan roger's leicester outplayed arsenal, radnare me",0
8502,soor ko jail ma he marnay do jis ny tum jasi rundi pada ki hai,0
8503,bandr marna nai bc bandr killa ha 😂😂😂😂😂,0
8504,his father law is not an ahmedi none of his close relatives is ahmedi. this lie was spread by pml n who when they were about to announce next coas starting spreading this lie to keep bajwa in auqat but it backfired badly #coas #qamarjavedbajwa #ispr,1
8505,chhor bhen chod hrami hindu chhor esko😠😠😠,0
8506,bhen jake big boss ache s deko usko chot uski hi wajah s lagi thi na ki sid ki wajah s okkkk,1
8507,wednesday randi don’t fuck around with me oki,0
8508,ab josh josh mein suicide bhi karle bc...,0
8509,"aag😉  sahee footage keliye itni drama karti hein baap re baap  aaj bhi dekhe tho bhau air sid baat kar rahe the beech mein ghus gayi,aur tel daali #arisingh   #captaincoolshuklaji",1
8510,kuch nh janu new new hen yh bharwe abhi shyd xd,0
8511,wru bc i can’t sleep 😭,0
8512,bhutto teri pain de phudde tun nikalda i nain kehnda mughe tatti ki khusbhu pasaand hai randi dinaulad,0
8513,ab itna bh bura nahi mein 🙄,1
8514,well done my late dealt with this harami pig appropriately.,0
8515, ohhh molvi sab ap great ho👌😉,1
8516,"chal jihadin randapa bandh kr 1992-2014 k bechh kitne communal riots hue, terror attacks hue hindustan pr. sab k peeche muslims te. yeh saale matherjaat hote jo kabhi hindustan ko aage badahte hue nahi dekhna chahte  tere jaise gaddar randi rona krte unn gaddaro k liye",0
8517, 4:45 py bnai thi pic 🙄,1
8518,mujhy bhe yar aivein asman par qemat pohanchai hui hai.. is sy achy to akhrot hain,1
8519,lagta kasmiri ka lund boht jyada pasand he terko me to haryana ka hu but tum log hamesha target karte ho kasmirio ko bhnke lode kabhi aa ja hariyana teri ma ki choot fad dunga asli jaat hu,0
8520,ghumna ghumana kya nehro pe aa k call kren zra me apk pas pohnch jaun gi.😝😝😂,1
8521,taqreeban ktny din. nai hota.,1
8522,is harami ko tum jaise kam dimag log hi pasand kar sakte hain.....hume to ye mil jaaye to maar juta saale ka bukhar utar den bc ka.,0
8523,iske pics randi k naam se viral kar k market me new chinal ai he,0
8524,  neither the brain nor the attitude in whole career you bowled a single good spell to watson... lanat aisy system pe jis ne tum jeson ko cricketers bna dia azam khan imam ul haq hassan ali dilbar hussain aur pata nahi kitny hain jinko parchi ne cricket mein jaga di,0
8525,pakistan say zeyda to indian oh sorry randia main randiya ha dear don’t make innocent randianz 😂👍🏻🖕🏼,0
8526,bht shukriya koje marasi chure bandr loffer dangr 😉hun skoon eee😜,0
8527,darbar ne 60 lakh kiya h bc 🤣🤣.. ab b shows khake baithe h,0
8528,is kutiya raand ko arrest karo... ye bc dange karwane k liye gundo ko bula rhi h... is randi ko iski aukat dikhai jaye..,0
8529,bc nahi aa raha maza. koi is crowed ko jaga do. i'll pay for this,0
8530,"vesay pehlay 4,5 saal interference hotti hi hay or ab to larki kay maa baap ki bhi bohat hoti hay .  bas hosla or sabar  karna parta hay thora .  na karain to ghar totta hay or phir agay ja kay nafsiati masail pada hotay hain larka or larki dono kay liay",1
8531,uhhhh..... ooooooo acha acha acha loora choop bc,0
8532,jin k jaane se jati thi jaan humne unko bhi jaaty huwe dekha hai/.....😃😃,1
8533, walaikum salam,1
8534,med prescribe to ki hain doc ny suba khaon gi 😐,1
8535,mujhe pata hai g apko aurat ki cheekhe sunke aur josh aata hai isi liye ham maarti hain cheekhe,1
8536, aap ki to quetta team thi ab karachi kahan se ho gayi,1
8537,"mr imran tufail you have good knowledge about rundi. as you are from ""respected"" family, then how you have so much knowledge about rundi. ""daal main kuch tuh kala hai""",1
8538,"i wanna send you a video of how the iran backed militias have shot a teenager with a gas canister in his head. is that save? you son of a bitch, why don't you move your ass to iran if you love the situation there so much? echte sukkel ben je, khak bar sared ahmaq",0
8539,daalllaay gandu bhenchod rashford,0
8540,teri ma ka choot randi ki pilli tera boobs kaatkar footbaal banakar khelunga aur tere g**d me chakki ka takla daal dunga,0
8541,molvi sahab tum yahoodi ki technology aur mobile chor do pahlay.. tum jesay jahil chanda khor molviyon ki wajah se ummat is haal ko pohanchi hay,0
8542,gand mara bc,0
8543,han bc tu toh jaisay khabba bana hua hota ha na usska😞😂,0
8544,poocho hamarai imam sai kai quran mein kaha likha huwa hain aisai ye sirf yahodi khanzeer logo ki chaal hainmuslims ko badnaam karkai liye  zara socho na tumharai hinduism ko badnaam kyun nahen kartai islam kai peechai kyun parai huwai hain zara dimagh ko khol kai socho,0
8545,meri tarbiyat yehi hai k jo amreca ko apna baap manta hai na wo muslman hai or na us s koi hanra taloq hai tum nasl e yazeedi ho masl e yahodi or yahoodio ki olad ho,0
8546, meri to paida hona hi bhool gai thi😕,1
8547,"some lines for u dear  koi wazeefa mujhey b bata merey darwaish mujhey hoi hai fakeeri ata merey darwaish men dil sey keh rahi thie  ""bazz aa muhabat sey"" wo haath jorey hoey ro pada merey darwaish.  unknown",0
8548, 1400 saal purani batn kr k ap gumrah mat kren logon ko.. asal bat kia thi na wo koi ni janta. na ap wahan or thi na hum....,1
8549,bilawal hijra hai hijra pakistan ki awam ko chahiye jahan ye hijra bilawal zardari fazlul rehman pmnl ki kuttay milien inko pakar kar mar mar k mar do,0
8550,well idk mein naraz hoti hee nhi.... kyunky i guess phir koi mana nhi sakay ga ;-; ya mujhy naraz hona hee nhi aata,1
8551,  madam aap single hona madam isiliye 😂😂😂,1
8552, itna khatarnaak s/o koi ni beta apna time aayea 😏😅😅,1
8553,    tum hi ho likin kidr soo.,1
8554, hope so hum kahin se akathey nikley the laraii kr k 😂,1
8555,abay bhosrike lund hai nhi tere paas saalay tiktok k khadray ek baap ki aulaad hota tau baar baar block nhi krta.... pta nhi rundi me kahan kahn account khulwaya hoga tere jese khadre ko nikaalne k liye😂😂😂😂,0
8556,gandi aurat fir se account report karvani hai apni harkato se baaz a jao aur apni life pe focus kro n career pe jo agge ni badh rha 🤮🤮👎,0
8557,jab sy tu rundi hoi hai her kutty bilay ki fikar hai tumain,0
8558,tu ek number ka hijra hai aftab tera baap terrorist hai aur tu security guard ka naukari karta hai isiliye do rupaye ke liye twitter per aaya hai yah sach accept karle kyon jhooth bolata hai ki tere pass indian visa hai so kar jahid jihadi tourist,0
8559,nahi tu wahan majood tha jo tu yeh keh raha hai ke aurat ki ghalti nahi hai?lol,1
8560,  shadi enjoy krny janty hai ya photoshoots k liye? 🙄,1
8561, koi ik poster btao jis mn aurat k killing ya tezab ya rights ki bat ho posterz mn..,1
8562,abey chodi ke fakeer ..baap ki aulaad hai na apne... jogeshwari me trauma care ke yaha aake msg kar....fir pata chalega kaun kiske jhande gaadta hai,0
8563,  soch h teri 🤣🤣🤣🤲,1
8564,bhai na bnana jo log dekh kr roy hen unhen dukh hoga 😁,1
8565,"pm  sir👇""take action on it...what is this??""  yeh tera baap london mein kya krta pheer raha hy bimari bahana bana kar, woah kya baat hy tum logo ki...bakwas krne kay alwa tum logo ko kuch nahi aata, kuch tou sharam karo begairaton😡💩👿😡😠😈👊",0
8566,yaar ye jheel pe discovery kab se agya? aj dekha mene to 😂  #multan,1
8567,vg bigg boss se door nahi reh sakta kya. baar baar uss toxic environment mein kyun jana hai isse 🤦‍♀️😭😞,1
8568,"ammi: i'm coming to doha to make sure you eat healthy and exercise. me: uhhh also ammi : arrives with degh ki biryani, akhrot ka halwa, bihari kebab, malai boti, sheermal",1
8569," ch. sb or apke tweets same kyun hote hen, braaye mhrbani naqal mat kiya kren ek dusre ki",1
8570,ty kisi randi ki nasal say hay randi k bchay tujhay gali di thi ma nay kiya? tum haram tum say nawaz tumhari maa maang lay tum saath bahen bhi dai do gay,0
8571,bhai!! laykin bhutto to zinda haina!! 🤣🤣 ye list sb yahoodi sazish hain.....bs bhutto zinda rehna chaheay 🤬,1
8572,sb bhenchod hain,0
8573,kaash kisi ko meray pay bhi crush hota .koi mujhay confess karta aur phir mein kehti chal jhootay 😂😂,1
8574,randi k bachay isi ghareeb awam ka manjan bech kr tune or tere dallay bapo ne pesa banya he.  randi ki nasal,0
8575,insan to apko buht mis krta ha bs apke galio sy dar lgta ha😉😉,1
8576,  bayaan ka koi mazak nahi :p,1
8577,aby 😂😂😂😂 broken manhoos aurat thk rhy ga ! 😂😂😂,0
8578,so secular that a financial minister had to leave as he was an ahmadiya,1
8579,o phudda teri pan da oya ksi anni deya!!! edda tu investigation da putter!!! pellay pta law k fus k tera asal pu kera fair kerwaiii saday kolo wda lun layni da na howay!!! kuttay da putter!!! son ov bitch and pig!!!,0
8580,  already 5 offer a chuki hn but many kga lugi to sirf abbas say 😂😂,1
8581,myra ye bhram hy myry pass dost hyn😝🌸😂 #notension   ,1
8582,💞behtrin👌🏻hota hai wo rishta💫 jo takrar😏hone ke bad bhi sirf ek muskurahat😊se pehle  jaisa ho jaye.🥰💞,1
8583,~larkian nya suit pehanany k baad itny hi suroor me hoti han jitna k ik charsi cigarette k do sutay lgany k baad,1
8584,tens na lo plz acc wapis ajay ga insha allah,1
8585,ha ma yahe kam karta ho bs 3 din rah gay,1
8586,"tum usi ahmaq ki choori hoi ho,lahore",0
8587, i wish bas karanchi se jeet jaye❣,1
8588,tu pakistan ka number van hijra hai teri man karachi ka red light area se belong karta hai pata chal gaya mujhe osama bin laden ne tujhe to yah bhi pata nahin tera baap kaun hai kisne paida kiya tha toilet saaf karne wala 🍌🏹🗡️🔩🔧🔧😱😂😂😂😂😂😂😂,0
8589,randiyan brave hoti hain ??? isko pta hai meny sar e aam izat bech di hai ab nangi nachon ya kch bhi krn izat tw h nh tw jo jee m aye wo kia jaye,0
8590,seriously who came up with mummay?,1
8591, mery kaam kahan hain☹️ wo to istanbul ka behtreen chef hain na is liye dil chahta hai usky hath ka pasta khany ko :p us sy kahen araaam kry aur achy doctor ko checkup krwaye ://,1
8592,sab ko yahi lagta hai ,1
8593,"twitter i read do takey ke nahi unmole aurat thee is its true happening of pakistani muslim society, but in spites of many islamic teachings why husbands do not wish to change their behaviors with their life partners?may allah bless them on right patterns ameen suom ameen",1
8594,"bahanchod, pakistan ko india ka state declare kyu nahi kar dete jab har jagah ghoosna hai to..  ghar sambhal nahi rha inse bc..",0
8595,waah bose dk aur baaqi logon k naam kaun batayega.. tera baap,0
8596, ali bhai ab tu kuch sumjhe lala ko captain announce krain ,1
8597,isko randdi ko nikalo mahira chutiya hai,0
8598, 😅😅😅😅 han g ye to sabit ker diya aap ne.... 🤭🤭🤭🤭🤭😅😅,1
8599,bosdk tere me big fan hoon ek bar reply tu kar na bosdk😞,0
8600,omg😭 i wasn't expecting this birooo😭❤ u r d best bro uk😭❤ boht acha tu bc ,1
8601,wesy bhai aap kabhi aye hein soawa?????🙊 (jehlum ki tehsil hai),1
8602,"rt : kya ajeeb zindagi hai bhenchod,,,,",0
8603, mtlb ni hai gf 😥,1
8604,jo bhi #psl5  anthem ko bura keh re hn wo sb stadium mei match k doran issi anthem pe naachty nzr aen ge.,1
8605,apni ami jan say puch lay asli abba tera koi patwari he ha baki imran yahodi bayghart kashmir frosh say to teri ami jan nay taste change kia ha ab sathi kis patwari ka phata ye rub he janta ha q k din 126 thay,0
8606,i think i just randomly saw  reply to someone with bhenchod and now i can't find the reply again i am sad,0
8607,baz ajao akhroat khan.😜😜,0
8608, thank uu sir gg we lovee uu  plzz sana ko sid se dur ni krna hm fans to marr jayege#sidnaaz,1
8609,abey bhenchod,0
8610,"hahaha...yahodi khny sy ho ni jata koi,,lgy raho dil ki bharas nikalty raho",1
8611,haan yrr tuny sahi thukayi ki abhi tak lund dard kr raha hai sahi randi hai...wesy ghalti ki tjhy lund dy k abb pta nhi lund ko koi bemari he naw llag jaye gandi phudi k moun jo lag gayi hai😈😈😈👙🤣🤣,0
8612,lund fark nhi parhta sasti takkay maar larki hai tu teri maa chod di hai mainy ab jo kar sakti hai kar open challenge bhonknay k ilawa,0
8613, yara teri yariyan hongay na juda...😂,1
8614,mehdood ho ny mein he sakoon ha wabstgian khawar karti han👌,1
8615, yeh toh easy task h mere liye 😍💯,1
8616,"teri maa ki choor berhwa tery modi ki to shadi ki okat nahi hijra sala bechpan sy teri jeson ki gaand mar rha sly hijray moot piny wala 🐖 randian tum logn ki maa choodi hum ny 1965 kargil uri,pulwama or abhi 27 feb ko",0
8617,rt : nayyab hoty hain aisy mard jinkay honay sy apko tahafuz ka ehsas mily ❤️,1
8618,myne b shugl myn pocha😝wese bta he dyn ab?,1
8619,"you are not malala, you are from halala.",0
8620,  o larky zaida hassi ni aa rhe tujhy ? teri maa ko na de dun ?or sath is k or bhi kuch de sun to wo zaida khush ho jaegi,0
8621,is kanjeri k bachay ko sab k samnay letta k jootay marna chaye ya phir is ki behan k sath b assa hi salook kerna chaye ta k donara kisi ko kisi k behan beti ko black mail kernay ki himet na ho.,0
8622, 1 hi gooli me gaand phat gae abhi to aur pele jaoge tum log azaadi chahiye na to lo azaadi,0
8623, greatness pe me qurbqn 🤣🤣😂😂,1
8624,  pata nahi india ney siachen par kabza kar key kia achieve kia hai..siachen main na toh kisi kism ka khazana hai aur na hi wahan koi cheez ugti hai aur na hi siachen main aam log reh sakte hain....so i dont knowwhy pakistan and india are fighting over siachen..lol.....,1
8625," surgeons jo aik aik test py ot list main name latkaaye rakhty hain wo 6 hb ma surgery kr dyty hain private main..kon sa dept acha haiaik b bta dein, urology waly pvt main epilepsy ko deal krty, phr patient emergency ata usy btaya jata meri prescription na dykhana",1
8626, main us k baad gia hi nhi 😂😂 chair ap ki shadii kab?,1
8627,    retweet tu kar deya hai imran khan se koi umeed nahi adalat kay zarye maam should try,1
8628, bhai kush achi chez share krny ho ap k sath to kese ki ja sakti hy police k hwaly sy plz btayen,1
8629,nya aaya h shyd tu abhi twitter p😏 btw tere gaane bc kya gaata h😍😘😘❤❤bhai tu meko shyd bhul gya hoga tu 😂hnaaa us din m aapse mila tha stadium m kurukshetra m  😍 i was shocked totally 😍😍😍,0
8630,aur mene saab us rab per chor dia jo logo ko tanha ni chorta ❤❤❤,1
8631, allah rhm kry un prbht afsos ha k sb kitny be hiss log hain koi kuch kyun nhi krta wahan k logon k lye insanyt bhi koi cheez hoti ha😭😭,1
8632,ohh international tawaif tere jaisi randion ko koi ghaas bhi nai dalta zyada chwlain nai maar tum log jitna bhi kr lo pakistan ko nai tor skti cia ki tawaif,0
8633,koi bhi sab jhoote hn koi islam k naam p vote le rha hai to koi ksi dsron k naam p...sab munafik hn,0
8634,kothe ki randiya hai,0
8635, bt jo shuru krdi phr... wase ab m phr bye bolne e lgi thi so bye,1
8636,kia bjaie h sana k bhai ne mahira k papppppu ki #asimriazforthewin,1
8637,o main tv pe arha hoon. 😂 dekh k betao main hoon kahan pe.👇,1
8638,prh ly bhenchod,0
8639,dhhuurrrr bhosari ky chawal hi mari imran ky dally,0
8640,phir to aap sab se bari ahmaq the.😉😉,0
8641,🙂🙂ye banda bikk gya ha,0
8642,jbhi to sbse nfrt hogyi .. phattu saale,0
8643,bilkul hi new experience hone vala tha. ek time pe laga ki mujhse na ho payega. 🤦‍♀️ bt i'm so proud that i trusted myself  &  my capabilities  &  didn't give up.   and today i got the first job of my life !!!!!  &  march mein joining hai. feeling so blessed  &  happy rn.💃😭  #grateful ,1
8644,"sari family talented ha, mashaallah.",1
8645,this is what was done to ahmaddiya mosques in the past 30-40 years and made the people’s lives unbearable. even the kalima and quranic verses were brushed over. if islamic republic of pakistan allowed it then then what’s wrong with india accepting it?,1
8646, personal experience he.. ap ko hoga kuch ni but sir dard apne wqt pr e jata.. agar depression ya overthinking se he to jb sochna khtm krta sir drd v nas jata.. agar nend poori na hone se ho to neend poori kr lene se nas jata.. etc,1
8647,   na ja bhai abhe.  tu bhi aja....dobara chala jana. health is more important.,1
8648,"uff, tum apni rooh capitalism ko beich chuki ho. yeh kya yahoodi propaganda phela rahi ho?",1
8649,rt :  abe sale chuhe twitter par hi bolta rahta h kabhi samne bhi bola kar bc,0
8650, mahira ki maa bhi boli glt uski bhi bajai or vo bhi line pe aa gyi 😂😂😂🤣,1
8651,"as delhi is affected with dangerous level of air pollution please take vitamin c, omega 3 fatty acids, tulsi ginger, lemon,& magnesium rich diet like cashews,akhrot, gur(jaggery)  these foods will help you to reduce the effect of air pollution.",1
8652,mujy yakeen nai ab oehly load krrwo tb banao ga,1
8653,pagal yahodi daboo imran chore zakat khore yahodi destroyed pakistan and business of pakistan nation,0
8654,mooj masti ky din#rizwanchohan,1
8655,boys agreeing with me on this is the funniest thing ever. bhenchod tm logon ko kya pata boobs hona kya hota hai? ajeeb jahil. ajaty hen bs relevant honay,0
8656, yeh jo cheating ki hai yeh shukla ko mahaan dikhane k liye hi ki hai  shukla stand lega sabaashi milegi,1
8657, not fair...... sorry to say ......phir hum dunia ko theek karne chal partey hein.....,1
8658,qaadiyani kuttay bad'tareen kaafir hain,0
8659,bna skti h jihadi h saali,0
8660,"so here's our famous bathtub journalist giving his hardcore analysis on top level appointment in one of the most professional institutions of pak. first, bajwa was called ahmdi now this crap, i think he (many others) want(s) baghdadi's successor to be next coas. sick mentality",1
8661,tunnel ke end pe aa gai houn magar yahan koi light nai hai this is a scam,1
8662,sahi bilkul bhenchod yahi sb chal raha hai,0
8663,khan mian sahib our khan ye bunder ,1
8664,ham pe to kaju badam akhrot kismis bhi nahi 😂😂😂,1
8665, 😂😂 main kr b to ni rha😂,1
8666,shivsena ka sher kutta bankar sonia madam ke ghar ke bahar bhaunk raha,0
8667,rt : - i look so bad ppl: no you look good ab attention chahiye to wese he boldo - i look so pretty ppl: kahan se bhenchod?,0
8668,salaam not a muslim scientist but first pakistani qadyani non muslim scientist remember this thing and keep this thing in ur mind that qadyani or ahmedi's r non muslim,1
8669,just bc livvy poo my new bff and jazzyj don’t get it doesn’t mean someone else won’t! education first my friends.,1
8670,#ali kia abhi tak asif ghafoor dg ispr hain?,1
8671,g sai kha niyazi khud kshi krny ja rha tha sab ny rok lia hahaha. nro nhi dnga .tri kia okat  h yahodi egnt,0
8672,sali randi,0
8673,apkay favorite khusray bilawal ne start kiya... puri baat btaya kro.. munafiqat chor do,0
8674,mera nhi to aap sy kis ny kaha,1
8675,medical student ke mehboba us ke books he hote hain😂😂,1
8676,tere ma ko choodne ke laye... aise jaise hindustani kutttu dogs ko hum pesab palate ha...,0
8677, chongqing walon k liye phir bhe kuch nahe hona sakoon rakh😂,1
8678,rt : aisay koi gashti k bachay hain bhrway maa yawanay lun khanay k aik dusray ka whatsapp no. leak kr k apney aap ko boht bara…,0
8679,bhenchod syllabus kuch aur..aur padhke kuch aur gaya.,0
8680,hahahahaha hahahahaha kanjeri ro ro,0
8681,bakwas band kr chutiye o i mean youthie. niazi harmai ko uski ukaat yaad dilana rayasat as takrana nhi ha. ye chooran bechna band kro. sub muhabe watan ha. niazi ab apni performance dikhe. boot chat k vote na mange.,0
8682, humsy koi dosti nhi krti na😒😜,1
8683,gaandu hai bharwe video banate hain randi ke bache dalle,0
8684,teri bahan nu lun wadya majra kutya 🇮🇳🖕🐗,0
8685,yar usko log khate peete bhi nhi dekh sakte  #stoptargetingasim,1
8686,sali randi chal fut,0
8687,abe halala's product...london se yahi sikha h ki always talk nonsense and divert every issue as hindu-muslim..abe ja ye gyan kisi or k dena...wo 15 min k liye police hatane ki baat krta h,0
8688,apni ami ke tits bhi post ker na. i'm in love with milf. 20 rs mujhse lele or apne bagal saf kerle bharwe  #iamrabipirzada,0
8689,"i'm not sure how the state of pakistan would perceive/recognise hijra who have sex with each other.  either way your question is like 'does the state of pakistan tolerate gay [insert religion], yes or no?'  sexuality and beliefs are different things (yes, gi is a belief)",1
8690,asal may hm nay apny ap ko itnaa giraa diyaa hy k hm sirf naam k muslim reh gy hain or yehii wajaa hy k yahodi hm pr ghalib ho rhy hain kaaaash k hm  mutahid ho jyn.....,1
8691, please gujranwala main islamic behno kay march ki video share kro log apko follow krtay hain,1
8692,abey saalay .. maaf karna galti mai idr udr sy nikal jaata hai tweet 😂😂,0
8693,to mc pura pagal ho gya hai.. sidha gaaliya de raha hai pm ko.. baap ki gaaliya bc 😡,0
8694,  abe tu chutiya hai kya apno se hi laad rha hai ye wahi   hi hai jinki wajha see ham itna pad paye hai,0
8695,bhai bat chance ki nhi khouf e khuda ar ahsas ki ha ar ap isko favor kar rahy hain jo qandeel k sath barabar k gunahgar ha dono ko saza bhi shariyt k hisab say baraber milni chya thi magar.....,0
8696,   bhai tw phr tum manty ho k cheeni thi  wapis jis ne b ki cheen'ny wala tw laanti hogya na,0
8697, mjy aisa q lg ra k mjy bewakof bnaya ja ra,1
8698, mida har har waqat har lamha pti ki bend baja rha aur awam is per yaqeen b kar rhi he aur maosi pehlta magr aap ya pti is per kuch nhi karti aap ko musharraf ki terha is ko lagaaam dalni chiye,1
8699,u can afford akhrot (nibba),1
8700,danish agr hania se shadi kar leta to bcha maa se hmesha k liye door ho jata or kabi maa k muqam ka andaza na hota zindgi mn. mehwish se to shadi kr nahi sakta tha.halala islam m kahin nahi haiðÿ˜.ap bta do kya honi chahiye thi ending??ðÿ˜  #meraypaastumho,1
8701,amma mjhse boht tang a gyi hain 😑,1
8702,bhenchod ye lareingay iran se.,0
8703,baap ka naam kaise le sakta hai ye kyuke ise bhi khud nahi pata ye kaunse aashram ki paidawar haj,0
8704,hero detergent say aap is takleef say bach sakte hain.,1
8705, jb main mota tha  mery sath bhi aisy hota,1
8706,sir source hi bta den ab to kafi din ho gay hain,1
8707, kbhi apny paison ka ni khaya hna na,1
8708,nasal uski badh to waisay nahi rahi to patakha phat bhi gaya to usko kya!! kuch hoga to taqleef hogi,1
