,Tweet,Label,char_counts,word_counts,avg_wordlength,hashtag_counts,mentions_counts,digits_counts,clean_tweet
6862,rt :   happy birthday king khan❤️💫 but bahanchod se kya dusmani hai😂,0,55,12,4.583333333333333,0,0,0,happy birthday king khan bahanchod dusmani hai
6863,tu aukat meh reh bhenchod madarchod,0,30,6,5.0,0,0,0,aukat meh reh bhenchod madarchod
6864,sasta nasha krta hai bharwe,0,23,5,4.6,0,0,0,sasta nasha bharwe
6865,are nepaliyo se mungfalli nahi tootati gand se akhrot todenge ye !,0,55,12,4.583333333333333,0,0,0,nepaliyo mungfalli nahi tootati gand akhrot todenge ye
6866,#mediastayunbiased hamid mir ne ziada tar lifafy bhoto ki jaib se nikaly thy.. jis ki waja se is qatalana hamla kia gya tha. jis se bach gya.pak ko r barbad krne k liye. ,0,137,33,4.151515151515151,1,0,4,mediastayunbiased hamid mir ziada tar lifafy bhoto jaib nikaly jis waja qatalana hamla kia jis bach gyapak r barbad krne k
6867,randi kanjari apny father ka khyal abhi tak nahi aya,0,43,10,4.3,0,0,0,randi kanjari apny father khyal abhi tak nahi aya
6868,bharwe meri tweet pr baaten chood raha hae tou,0,38,9,4.222222222222222,0,0,0,bharwe meri tweet pr baaten chood hae
6869,knock knock to your common sense...why would ahmedi maulvi perform jenaza of a person who did not pray behind an ahmedi imam??? such a person would not even like ahmedi imam perform his janaza...,1,162,34,4.764705882352941,0,0,2,knock knock common sense ahmedi maulvi perform jenaza person pray ahmedi imam person like ahmedi imam perform janaza
6870,randi ke bache tu nahin maanega,0,26,6,4.333333333333333,0,0,0,randi ke bache nahin maanega
6871,kiya pakistan main asa tv show bhi ho sakta hai kabhi || smart facts ,1,55,14,3.9285714285714284,0,0,0,kiya pakistan asa tv sakta kabhi smart facts
6872,is robot main thori settings change kr len takay wo automated reply say pehlay inbox dekh lay. ,1,78,17,4.588235294117647,0,0,1,robot thori settings change len takay automated reply pehlay inbox dekh lay
6873,is randi ne bi mera chapa hai,0,23,7,3.2857142857142856,0,0,0,randi bi mera chapa
6874,aj he laya  hun 3800 ky half kg aa jao  with kajo  and akhrot  maziydar,1,53,15,3.533333333333333,0,0,1,aj laya 3800 ky half aa jao kajo akhrot maziydar
6875,chel bhenchod saley  pathan pnjabi bhi hain hamesha se,0,45,9,5.0,0,0,0,chel bhenchod saley pathan pnjabi hamesha
6876, es ka mtlb soch rahi ho mery bary mai..koi nhi socho sochny pey kis ka xoar hai👍👍🤭😂,1,67,17,3.9411764705882355,0,0,1,es mtlb soch mery bary mai nhi socho sochny pey xoar hai
6877,"teri maa ka bhosra big big big breaking ,",0,33,9,3.6666666666666665,0,0,1,teri maa bhosra big big big breaking
6878,q ka ap jyse mere bandr dost yaha hein🧐,0,31,9,3.4444444444444446,0,0,0,q ap jyse mere bandr dost yaha hein
6879," najane hm kaha ja rahe hn aur media hme ks tarf le ja raha he, kahin aisa na ho kl ko hm allah k han bhi khali hath hon aur dunia bhi hme dhutkar de",1,114,35,3.257142857142857,0,0,1,najane hm kaha rahe hn media hme ks tarf kahin aisa kl hm allah k khali hath hon dunia hme dhutkar
6880, 😂khud dhoond ri thi yar main to apka intro dia,1,37,10,3.7,0,0,0,khud dhoond ri yar apka intro dia
6881,ban u nd leftist rande nd randi,0,25,7,3.5714285714285716,0,0,0,ban u nd leftist rande nd randi
6882, tu main ny bhi aik line keh di😂😂,1,25,8,3.125,0,0,0,aik line keh di
6883,mera randi rona kabhi ni ruk sakta 🥺,0,29,8,3.625,0,0,0,mera randi rona kabhi ni ruk sakta
6884,ye teri maa ki phudi eahsan iqbal,0,27,7,3.857142857142857,0,0,0,ye teri maa phudi eahsan iqbal
6885,apni bhen ko ja k dekh lay bharwe kutty,0,31,9,3.4444444444444446,0,0,0,apni bhen k dekh lay bharwe kutty
6886,ao luddo khailen ab koi b ni khail ra,1,29,9,3.2222222222222223,0,0,0,ao luddo khailen b ni khail ra
6887,  yeah toh mujhy pata hai koi nai baat karo..😂😂,1,37,9,4.111111111111111,0,0,1,yeah toh mujhy pata baat karo
6888, ek tweet retweet karwani hai..tum ny vada kiya hai..🥺🥺,1,46,9,5.111111111111111,0,0,2,ek tweet retweet karwani tum vada kiya
6889,bhai maa chod do in jihadiyo ki,0,25,7,3.5714285714285716,0,0,0,bhai maa chod jihadiyo
6890,axha tu kisi angreez ki najayz pedawaar hai jo teri maa ko chod gya thaa,0,58,15,3.8666666666666667,0,0,0,axha kisi angreez najayz pedawaar teri maa chod thaa
6891,🤣🤣🤣🤣🤣 charsi kab se freedom fighter ban gaye,0,37,8,4.625,0,0,0,charsi kab freedom fighter ban gaye
6892,abe mc mein bheju teri maa cow ka photo kat te hue bc. chod teri tarah andhbhakt nhi hu aur nhi illiterate.. go and drink cow piss.,0,105,27,3.888888888888889,0,0,3,abe mc mein bheju teri maa cow kat te hue bc chod teri tarah andhbhakt nhi hu nhi illiterate drink cow piss
6893, yra kuch logo n demagh ki lassi bnai hui,1,32,9,3.5555555555555554,0,0,0,yra logo n demagh lassi bnai
6894,nahi aap sa koi ho hi nahi sakta,1,25,8,3.125,0,0,0,nahi aap sa nahi sakta
6895,"jab tum nay ahmaq ko apna oper charnay ki ijazat di thi tab????? gandi orat,",0,62,15,4.133333333333334,0,0,1,jab tum nay ahmaq apna oper charnay ijazat di tab gandi orat
6896,ayse nai ayse le tu 😆🤣 ,1,17,6,2.8333333333333335,0,0,0,ayse ayse
6897, main tu masoom hun 😑 ap jao na 🥺,1,24,9,2.6666666666666665,0,0,0,masoom ap jao
6898,banchod bdk rundi ki bachoo dharam k naam p rape ki bhi dekhte ho suar ki aulaaado tm jese log hi rape krte ho uneducated,0,97,25,3.88,0,0,0,banchod bdk rundi bachoo dharam k naam p rape dekhte suar aulado tm jese log rape krte uneducated
6899,lpc sethi and u,0,12,4,3.0,0,0,0,lpc sethi u
6900,shame on you sab jub ap log shahad istimal karta rha ho,1,44,12,3.6666666666666665,0,0,0,shame sab jub ap log shahad istimal karta
6901,bharwe aa gye hai sarkar me,0,22,6,3.6666666666666665,0,0,0,bharwe aa gye sarkar
6902,kejriwal is kanjari lala,0,21,4,5.25,0,0,0,kejriwal kanjari lala
6903, kia kiya h is ny..q arrest kia,1,24,7,3.4285714285714284,0,0,1,kia kiya h q arrest kia
6904,jao oe koe nii.. wo samj raha ha k shyad mae ap k sath flirt kr rha hon ya dana dal raha hon ya. kuch bhi esa.  jab k esa nhi ha. ☹️☹️,1,101,33,3.0606060606060606,0,0,4,jao oe koe nii samj ha k shyad mae ap k sath flirt hon dana dal hon esa jab k esa nhi ha
6905,couldn't the same women power abl to frighten halala polygamy addicted muslims  ???,1,70,13,5.384615384615385,0,0,0,nt women power abl frighten halala polygamy addicted muslims
6906,my uncles house sweepers 13 year old has a mobile phone and he is a small grocery store owner.. kbhi office sy niklain to pta chaly aap ko,1,111,28,3.9642857142857144,0,0,2,uncles house sweepers 13 year old mobile phone small grocery store owner kbhi office niklain pta chaly aap
6907,aray bakrichod tumko to maa bhen ki gaali bhi nai de sakte kyuki tum log ko ghanta farak nai padta maa ho ya behen thukai chalu 😒😒😒  aur abb to bakriyo par zor aazmane lage ho kyuki tumhari maa bhen ko to china wale kuda rahe haina😛,0,185,47,3.9361702127659575,0,0,0,aray bakrichod tumko maa bhen gaali sakte kyuki tum log ghanta farak padta maa behen thukai chalu abb bakriyo zor aazmane lage kyuki tumhari maa bhen china wale kuda rahe haina
6908,aik faqeer zakat khore yahodi ko aik awami leader nawaz sharif kiyon zamanti bond thay. jali pm ki apni koi garantee nahi k kal bhaagh jayay aur bond bhi zakat ki tarah khaa jayay. nawaz sharif hero of the nation. lakh lanat teray jaman tay harrami qadiyani niazi,0,216,48,4.5,0,0,3,aik faqeer zakat khore yahodi aik awami leader nawaz sharif kiyon zamanti bond jali pm apni garantee nahi k kal bhaagh jayay bond zakat tarah khaa jayay nawaz sharif hero nation lakh lanat teray jaman tay harrami qadiyani niazi
6909,"abey ooooo aj k insaaf k baad tou tujhe bhonkny ka koi haaq nahi bhen chod... offline hoja warna bhoat galliyan parenge,",0,99,22,4.5,0,0,2,abey o aj k insaaf k baad tujhe bhonkny haaq nahi bhen chod offline hoja warna bhoat galliyan parenge
6910,tayyar hain tayyar hain pichly maheny sy lgy hue or khud opening ceremony ki tayari kr k he nhn aye bc.  #psl5,0,88,22,4.0,1,0,2,tayyar tayyar pichly maheny lgy hue khud opening ceremony tayari k nhn bc psl5
6911,randi ho tum,0,10,3,3.3333333333333335,0,0,0,randi tum
6912, bilkul sai kha aap nay,1,18,5,3.6,0,0,0,bilkul sai kha aap nay
6913,  aray bhai laxmi bomb ki prediction nhi puchi thi😁😁😁,1,43,9,4.777777777777778,0,0,0,aray bhai laxmi bomb prediction nhi puchi thi
6914,twitter pe wo he log attention la sakte ha jo randi rona krta ha 😂😂 for example choro example ko ap ko behtar pata ho ga 😂😂😂💫,0,99,27,3.6666666666666665,0,0,0,twitter log attention la sakte ha randi rona ha example choro example ap behtar pata
6915,#article6forptmleadership  pakistan ka sab dushmano ko allah nisto  nabos kry ameen,0,71,11,6.454545454545454,1,0,1,article6forptmleadership pakistan sab dushmano allah nisto nabos kry ameen
6916,aby randi k bchy teri bhn ko ghunghru phna k choduu..  hmsay b preshan hojayn mujra chl ra k chudai chl re 😂😂😂😂😂,0,89,23,3.869565217391304,0,0,1,aby randi k bchy teri bhn ghunghru phna k choduu hmsay b preshan hojayn mujra chl ra k chudai chl
6917,   my ny pehly farsi my nai bola ky ab ye lafz mat kehna samajh nai ata kia,1,56,17,3.2941176470588234,0,0,0,pehly farsi bola ky ye lafz mat kehna samajh ata kia
6918,inko maroo bc 😭 abida perveen he theek the 💔  #pslv,0,40,11,3.6363636363636362,1,0,0,inko maroo bc abida perveen theek pslv
6919,  sir khany peeny ki chezen to sasti kr den har koi job wala ni hai,1,51,15,3.4,0,0,0,sir khany peeny chezen sasti den har job ni
6920,  haa aisy apni marzi sy jesko marzi follow krro. at least hum kese ko follow back deny k liye bound toh nhe hoty.,1,90,23,3.9130434782608696,0,0,2,haa aisy apni marzi jesko marzi follow krro kese follow deny k bound toh nhe hoty
6921,khabees bharway. tu kiya kare ga. tu india ka agent hai.,0,46,11,4.181818181818182,0,0,3,khabees bharway kiya kare ga india agent
6922,"aur saaray ahmaq pakistan say...,2015-11-13 16:49:08",0,47,6,7.833333333333333,0,0,6,saaray ahmaq pakistan 201513 164908
6923,ni to phir unfollow kr do bhenchod,0,28,7,4.0,0,0,0,ni phir unfollow bhenchod
6924, yr kr rhi hon gi no doubt... par na m ne kbhi koi kiya r na e aesi kisi ko dekha ya janti so m tou yehi kahun gi r hn abu se. ab tou unho ne b chorr di hui h r wo typical abba type ni hain m ne srf try krni thi that's why krne di mjhy tb  & it's abu not my baba abbu is bare aba,1,207,71,2.915492957746479,0,0,2,yr rhi hon doubt m kbhi kiya r e aesi kisi dekha janti m kahun r hn abu unho b chorr di h r typical abba type ni m srf try krni s krne di mjhy tb s abu baba abbu bare aba
6925,inke maa ka sale chutiye hai kya ye dekho bhenchod #nidhiagarwalchutmariki,0,64,11,5.818181818181818,1,0,0,inke maa sale chutiye ye dekho bhenchod nidhiagarwalchutmariki
6926,  kal ap k pm ne kaha pakistan pe qabzay k liay 10 days chahiay  we welcome him tea is ready,1,70,20,3.5,0,0,1,kal ap k pm kaha pakistan qabzay k liay 10 days chahiay welcome tea ready
6927,"ch sahab is insan ko hypocrisy check karo😂 meri tweet ka khud reply kar ke. pehle english pe taunt mara, phir article send kia phir bomb blast ka bola aur ab kehta hai main ne start kia sab😂😂",1,154,38,4.052631578947368,0,0,2,ch sahab insan hypocrisy check karo meri tweet khud reply ke pehle english taunt mara phir article send kia phir bomb blast bola kehta start kia sab
6928,ye #psl5 k baad phir conex keys pe shift ho jana hy itna khush na hon har sal #psl dekha k #ptvsports #conax key pe chala jata hy 😀😁😂😂😂,1,107,29,3.689655172413793,4,0,1,ye psl5 k baad phir conex keys shift itna khush hon har sal psl dekha k ptvsports conax key chala
6929, aurat ko gali ni di kisi dyin ko gali di  ha isliay hum geo k sab channel ka boycott kartay hain jis pakistan k norms ko khatam karnay wali dyin ko support kia,1,126,33,3.8181818181818183,0,0,0,aurat gali ni di kisi dyin gali di ha isliay geo k sab channel boycott kartay jis pakistan k norms khatam karnay wali dyin support kia
6930,o bhootniii keeee ye hindu e aesi tesi krwa rhy hn kashmir mn. hindu e america ke sath afghanistan mn hn hindu e apny hindustan mn sub ki band bja rhy hn or tum logon ki phat rhi hai ab bc,0,148,41,3.6097560975609757,0,0,1,o bhootni ke ye hindu e aesi tesi krwa hn kashmir mn hindu e america ke sath afghanistan mn hn hindu e apny hindustan mn sub band bja hn tum logon phat rhi bc
6931,chehre se toh muskura deti hai maa par aankho se dard chupana bhul jaati hai maa.💕,1,67,16,4.1875,0,0,1,chehre toh muskura deti maa aankho dard chupana bhul jaati maa
6932,is cult  mein kisi boht hi pyare ko kho dene k baad uski qaber pe phool rakhna b jurm hai west mein qaberisat se phool chura k un ko sale kr k ahmdi chanda dia karte hain takey ragister se naam na kut jaye,0,161,44,3.659090909090909,0,0,0,cult mein kisi boht pyare kho dene k baad qaber phool rakhna b jurm west mein qaberisat phool chura k sale k ahmdi chanda dia karte takey ragister naam kut jaye
6933, asif ghafoor ne jo tikke tum lifafun ko lgaii hai wo chain nhi lene dein gy tum logun ko agle 20 saal tak 🤣,0,84,24,3.5,0,0,1,asif ghafoor tikke tum lifafun lgaii chain nhi lene dein tum logun agle 20 saal tak
6934,kia yad kra dya  badtameez aurat manhoos😭,0,34,7,4.857142857142857,0,0,0,kia yad kra dya badtameez aurat manhoos
6935,bola tha naa wuhan mat jao?,1,22,6,3.6666666666666665,0,0,0,bola naa wuhan mat jao
6936," phupho  saba k khilaf ab kuch kia apnay, tou you’ll hear from my lawyer.",1,58,14,4.142857142857143,0,0,2,phupho saba k khilaf kia apnay ll hear lawyer
6937,"no matter how much you help a muslim, a hindu remains a kaafir to him - a cretin lowest in the hierarchy of the living. good riddance.",0,108,27,4.0,0,0,3,matter help muslim hindu remains kaafir cretin lowest hierarchy living good riddance
6938,abbey gaandu... dalle proof chiye bhadwe.. lund le le mera bosdk  #asimfandomhits6m,0,71,12,5.916666666666667,1,0,3,abbey gaandu dalle proof chiye bhadwe lund mera bosdk asimfandomhits6m
6939,  fake hota hai kisi pe ykeen mat kro  voting list private hoti hai   bss vote kro sana ko jyada se jyada,1,80,21,3.8095238095238093,0,0,0,fake kisi ykeen mat kro voting list private hoti bss vote kro sana jyada jyada
6940, oh  you got permission from bajawa sab to tweet this .,0,43,11,3.909090909090909,0,0,1,oh got permission bajawa sab tweet
6941,"as per constitution of pakistan, a transgender (shemale/hijra) cant be pm of pakistan. so keep crying no one cares!",1,97,19,5.105263157894737,0,0,2,constitution pakistan transgender shemalehijra pm pakistan crying cares
6942, islamabad s shift kar jao,1,21,5,4.2,0,0,0,islamabad s shift jao
6943,i m in a relationship with *sorry we can be only friends*....... bahanchod zindagi kharab ho gayiii hai friedzone ke chakkar me  #friendzone #fr_se_kt_gaya,0,131,24,5.458333333333333,2,0,1,m relationship sorry friends bahanchod zindagi kharab gayi friedzone ke chakkar friendzone fr se kt gaya
6944,ye voda wale chutiya hai. bhen chod.,0,30,7,4.285714285714286,0,0,2,ye voda wale chutiya bhen chod
6945, ni ap ki sohbat ka asar ni h q k ma apni wifi se kutt ni khati😂,1,47,17,2.764705882352941,0,0,0,ni ap sohbat asar ni h q k ma apni wifi kutt ni khati
6946,bhenchod ye raat kabhi dhalti hi nahi.,0,32,7,4.571428571428571,0,0,1,bhenchod ye raat kabhi dhalti nahi
6947,all triple a videos game releasing from now on will be 100+ gb. ajeeb bhenchod.,0,65,15,4.333333333333333,0,0,3,triple videos game releasing 100 gb ajeeb bhenchod
6948,q kro ye hy hi sasti randi 😑😂,0,22,8,2.75,0,0,0,q kro ye sasti randi
6949,"rt : son be like  ""agr apse kisi ne kar li ha tu muj se bhi koi kar le ga"" 😂",1,55,21,2.619047619047619,0,0,0,son like agr apse kisi li ha muj
6950,zafar bhai sheron ki foj ka hijra commando,0,35,8,4.375,0,0,0,zafar bhai sheron foj hijra commando
6951, haan aur kis sy kahon ja k🙄,1,21,7,3.0,0,0,0,kahon k
6952,apna maal bechnay kay kabhi kabar mirasi bhi banna parta hai. 😂😂😂,0,54,12,4.5,0,0,1,apna maal bechnay kay kabhi kabar mirasi banna parta
6953,ye wardi wale madar chod tm jese chootio ko le aye apni maa chudai k liyee,0,59,16,3.6875,0,0,0,ye wardi wale madar chod tm jese chootio apni maa chudai k liyee
6954,ma ny b dekhna th spray🙄🙄,1,20,6,3.3333333333333335,0,0,0,ma b dekhna th spray
6955, aap dajjal ki sathi ho aur koi bat nahi amna......ais liye toh pakistan main shadi jaise pakeeza rishtey ko khatam kar ke living relationship concept lana chahte hain....marvi sirmed ne pakistan ki nazriati border ko cross kia hai toh ais liye mavi k liye galian bhi kam hain...,0,231,48,4.8125,0,0,3,aap dajjal sathi bat nahi amna ais toh pakistan shadi jaise pakeeza rishtey khatam ke living relationship concept lana chahte marvi sirmed pakistan nazriati border cross kia toh ais mavi k galian kam
6956,baray baray begherat dekhe per in se bara begherat bi koi nae lanati,0,56,13,4.3076923076923075,0,0,0,baray baray begherat dekhe bara begherat bi nae lanati
6957,bs yhi hai sacchai inki... jnu ki randiyan 😂😂🤣🤣,0,39,9,4.333333333333333,0,0,1,bs yhi sacchai inki jnu randiyan
6958, mat suno apnae kaano pr rehm khaoo larki🙊,1,34,8,4.25,0,0,0,mat suno apnae kaano pr rehm khaoo larki
6959,lekin asal maza tou unho ne hi dia hoga,0,31,9,3.4444444444444446,0,0,0,lekin asal maza unho dia hoga
6960,rt : asa kon ludo khelta hi bc ....😇,0,28,9,3.111111111111111,0,0,1,asa kon ludo khelta bc
6961, or haan tm pe or uss ghaleez soowr pashteen per bahrpoooor lanat.,0,54,12,4.5,0,0,1,tm uss ghaleez soowr pashteen bahrpor lanat
6962,rt : modi be like: dekh jani itnay itnay bacchay bhi gahliyan detay hain mujhy aaj doob hi jata hoon,0,81,20,4.05,0,0,0,modi like dekh jani itnay itnay bacchay gahliyan detay mujhy aaj doob hoon
6963,delhi police k pass sabka jawab hain tera bhi charsi or is launde ka bhi.,0,59,15,3.933333333333333,0,0,1,delhi police k pass sabka jawab tera charsi launde
6964,zardari dako party hijra bilawal,0,28,5,5.6,0,0,0,zardari dako party hijra bilawal
6965, mat mano bt hakekat yehi hai chutkuuuu 🌚😂😂😂,1,36,8,4.5,0,0,0,mat mano bt hakekat chutku
6966,sab ka katy ga😂,0,12,4,3.0,0,0,0,sab katy ga
6967,"rt : hum ek baar jeete hai,  or ek baar marte hai   toh bhenchod yh nhana baar baar kyo pdhta hai😑",0,75,21,3.5714285714285716,0,0,1,ek baar jeete ek baar marte toh bhenchod yh nhana baar baar kyo pdhta hai
6968,halala ki paidayash tere mauvi k 1000 photo edit kr de aise to....madrasa chap he rhige bdk,0,75,17,4.411764705882353,0,0,2,halala paidayash tere mauvi k 10 edit aise madrasa chap rhige bdk
6969,"  quran pak mein aurat k bary mein wazeh likha hy k ""jub apny ghar se niklo tw apny munh par chadar latka liya kro"" and what these feminists do. pent shirts pehn kr, baal khuly chor kr apny rights k lye lar rahi hyn. baqi allah hum sb ko hidayat dy or apko bhi. ameen",1,211,55,3.8363636363636364,0,0,4,quran pak mein aurat k bary mein wazeh likha k jub apny ghar niklo tw apny munh chadar latka liya kro feminists pent shirts pehn baal khuly chor apny rights k lar hyn baqi allah hidayat dy apko ameen
6970,may allah keep her forever for you....🌚 ab smjh jao😂,1,43,10,4.3,0,0,1,allah forever smjh jao
6971,ye mard nai hijra lag raha vishal mera ko😂😂,0,35,9,3.888888888888889,0,0,0,ye mard hijra lag vishal mera ko
6972,ni teri maa hera mandi ki randi hy tabi me tuje thek se janta hon😂 sipah sahaba us rat kitni dair tery ghar me thy me janta hon tabi tu paida howa 😆😆,0,117,33,3.5454545454545454,0,0,0,ni teri maa hera mandi randi tabi tuje thek janta hon sipah sahaba rat kitni dair tery ghar janta hon tabi paida howa
6973,"jitni ghr waly daily chai bnwaty hein, soch rhe hon chai ka khoka khol leti hn  buisness ka buisness hojaye ga,  bachpan ki khuwahish b pori hojaye ge 🙈",1,122,29,4.206896551724138,0,0,2,jitni ghr waly daily chai bnwaty hein soch rhe hon chai khoka khol leti hn buisness buisness hojaye bachpan khuwahish b pori hojaye ge
6974,you’re the harami person i’ve ever seen! 🤣,0,35,8,4.375,0,0,0,harami person ve seen
6975,rt : lq walo ne gladiators ko glti se kings smjh liya he shyd,1,48,14,3.4285714285714284,0,0,0,lq walo gladiators glti kings smjh liya shyd
6976,ye aunty ko bs jehar ugalna aata h.. muslim me kya jayaj h or kya na-jayaj ye muslim aurato ko acha se pata h tm jaise randiyo ko samjhane ka jarurat nhi h.. jao tm apne baap ka bistar garm kro.. baap intejar kr raha hoga,0,176,46,3.8260869565217392,0,0,3,ye aunty bs jehar ugalna aata h muslim jayaj h najayaj ye muslim aurato pata h tm jaise randiyo samjhane jarurat nhi h jao tm apne baap bistar garm kro baap intejar hoga
6977, kis ko bola hay g,1,13,5,2.6,0,0,0,bola g
6978,   say allah maalek hai. and it is our usual conversational refrain.,1,55,11,5.0,0,0,2,allah maalek usual conversational refrain
6979,skincare routine te mai follow karla par saali skin hi ni care krdi🤦🏽‍♀,0,59,13,4.538461538461538,0,0,0,skincare routine te mai follow karla saali skin ni care krdi
6980,to the people jo pizza burger ki pictures lagatay hain... abay tou bhaee khud khao... humaray mood ki maa ko q de raha ho... dua hai unhain tattiyan lagain bhenchod ://,0,138,31,4.451612903225806,0,0,3,people pizza burger pictures lagatay abay bhaee khud khao humaray mood maa q dua unhain tattiyan lagain bhenchod
6981,bhai salary wo laitay han jo haq halal ki khanay k aadi hun.. jo loot khusoot aur dakay k aadi hun un ka salary se kia banta ha..,1,102,28,3.642857142857143,0,0,2,bhai salary laitay haq halal khanay k aadi loot khusoot dakay k aadi salary kia banta ha
6982,  ary han 🤦🤦 forver ka option b tha 🤦🤦😂😂,1,30,9,3.3333333333333335,0,0,0,ary forver option b
6983,apke pas pahuchne bhi gya 😋,1,22,6,3.6666666666666665,0,0,0,apke pas pahuchne
6984,yeh elaaj ka bahama hai. he is never coming back and the excuse will be that he was poisoned courtesy dr. adnan. when this happen tou moun kala kar liana pir. sharam tou wese bhi tum ko nahi aati.. beghairat ghaddar dalal hamid mir,0,188,44,4.2727272727272725,0,0,5,elaaj bahama coming excuse poisoned courtesy dr adnan happen moun kala liana pir sharam wese tum nahi aati beghairat ghaddar dalal hamid mir
6985, pakistan jesa bhe theak ha..tere mashwro ki zarorat nahi...... tu ja apne mulk india... daffa hu ja,0,83,17,4.882352941176471,0,0,3,pakistan jesa bhe theak ha tere mashwro zarorat nahi apne mulk india daffa hu
6986, iisy ijazat dy den aurat  march main jany ki,1,35,9,3.888888888888889,0,0,0,iisy ijazat dy den aurat march jany
6987, kal kahan thi sara din??🤨,1,21,5,4.2,0,0,0,kal kahan sara din
6988,bhenchod pyar dil se hi q hota hai liver se q nahi ho sakta.,0,47,14,3.357142857142857,0,0,1,bhenchod pyar dil q liver q nahi sakta
6989,"haan toh ab bata teri family ki whores k baare mein, kaunse gutter mein janma tha, aur khandaani professional hain sab ya new hain is dhandhe mein ? meri family ke baare mein toh tu bhaunk chuka , ab bata teri family ki aurton ke bare mein",0,193,47,4.1063829787234045,0,0,3,toh bata teri family whores k baare mein kaunse gutter mein janma khandaani professional sab new dhandhe mein meri family ke baare mein toh bhaunk chuka bata teri family aurton ke bare mein
6990,"abay chor na randi.... paisay ke liyay tu kisi ko muh kya, kuss aur gaand bhi deti hai hai aur lagaati bhi hai!!!",0,91,23,3.9565217391304346,0,0,2,abay chor randi paisay ke liyay kisi muh kuss gaand deti lagaati
6991,loora choop bc,0,12,3,4.0,0,0,0,loora choop bc
6992,bhen ke lode ne video ki ma chod di blur hori h,0,36,12,3.0,0,0,0,bhen ke lode video ma chod di blur hori h
6993,tum ho hi yahoodi,0,14,4,3.5,0,0,0,tum yahoodi
6994,i guess that means that otis is a bhenchod,0,34,9,3.7777777777777777,0,0,0,guess means otis bhenchod
6995,his next demand is gonna be “and start calling ahmadiya guys ‘muslims’. ” not happening mate,1,77,16,4.8125,0,0,1,demand gon start calling ahmadiya guys muslims happening mate
6996,kaha gay patwari... bolo bolo.... kuch to bolo..... imran khan legya baazi.... ab bolo na abbu g ne quran pak ki be hurmani prq nhi bola kuch... ya patwari b yahodi ho gay hn,0,141,34,4.147058823529412,0,0,5,kaha gay patwari bolo bolo bolo imran khan legya baazi bolo abbu g quran pak hurmani prq nhi bola patwari b yahodi gay hn
6997, there are two type of acha waqt  1: jo kabhi kabhi aata hai 2: jo follow to kr deta h but waqt fr b ni acha hota,1,85,27,3.1481481481481484,0,0,2,type waqt 1 kabhi kabhi aata 2 follow deta h waqt fr b ni
6998,in main se ek bhe pyari nahi hai so main to nahi ho 🤣😂,1,41,14,2.9285714285714284,0,0,0,ek bhe pyari nahi nahi
6999,"rt :  😎🇵🇰😎 diesel's """"""hidden""""""warning...😎🇵🇰😎 guess to whom.. 😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁pagal",1,105,9,11.666666666666666,0,0,2,diesel s hidden warning guess pagal
7000,"an islamist afghanistani #muslim finally unfriended me on twitter, apparently over my vocal support to #caa. i had once gotten him professional work & made sure he got paid for it. true, that a muslim remains a muslim first and then anything else. i remain only a kaafir to him.",0,229,50,4.58,2,0,6,islamist afghanistani muslim finally unfriended twitter apparently vocal support caa gotten professional work sure got paid true muslim remains muslim remain kaafir
7001, ap 1000 baar laant send karain lkn wazarat say achi koi cheez ni. cheema sb ap ko kia pata jo maza wazarat main woo haqaarat main ni.,1,107,27,3.962962962962963,0,0,3,ap 10 baar laant send karain lkn wazarat achi cheez ni cheema ap kia pata maza wazarat woo haqaarat ni
7002,what makes him wrong... he is right only hijra will bow down to touch her feet and drink her washed feet water,0,89,22,4.045454545454546,0,0,1,makes wrong right hijra bow touch feet drink washed feet water
7003,nhi bay esa kuch nhi h bta ab kesa h,1,27,10,2.7,0,0,0,nhi bay esa nhi h bta kesa h
7004, january sa itna masla hai sab ko;(,1,28,7,4.0,0,0,0,january sa itna masla sab
7005,zulfikar bhutto or benazir other yahodi agents k nakami k baad pesh e khidmat hai israeli liberal billo,0,86,18,4.777777777777778,0,0,0,zulfikar bhutto benazir yahodi agents k nakami k baad pesh e khidmat israeli liberal billo
7006,"no fan of zia but it baffles me that we glamorize bhutto considering he declared ahmedi’s non muslims, banned alcohol, made islamic studies compulsory in schools among other things.",1,153,29,5.275862068965517,0,0,3,fan zia baffles glamorize bhutto considering declared ahmedi s non muslims banned alcohol islamic studies compulsory schools things
7007,kis matti se baney ho tum log??? ap ne kese pta kiya yahodi hai??? zra ap apna muslman honay ka certificate dikhayen ya us adaray ka nam btayen jahan se ap certified muslman hui???,1,147,34,4.323529411764706,0,0,0,matti baney tum log ap kese pta kiya yahodi zra ap apna muslman honay certificate dikhayen adaray nam btayen jahan ap certified muslman
7008, to in mein se konsa kam aurat ne kiya h??,1,32,10,3.2,0,0,0,mein konsa kam aurat kiya h
7009,hamid mir terey mioo mien khaaaaak indian air yahoodi agent.,0,51,10,5.1,0,0,1,hamid mir terey mioo mien khak indian air yahoodi agent
